id_janela,acel_x_g,acel_y_g,acel_z_g,magnitude_media_g,magnitude_desvio_g,giro_x_dps,giro_y_dps,giro_z_dps,giro_rms_dps,jerk_max_g_s,postura
527,0.0103,0.7983,0.0541,0.8002,0.2576,22.24,10.75,-29.44,49.79,4.831,caminhando
528,0.0783,0.1092,1.0312,1.04,0.0115,-2.48,1.85,1.72,2.05,0.196,deitado
529,0.2213,0.1403,0.4429,0.5146,0.987,-61.93,41.02,-181.05,221.16,22.116,queda
530,0.3711,0.7922,0.0323,0.8754,0.0435,-0.52,-0.48,-0.1,1.1,0.654,sentado
531,0.0843,0.9981,0.0832,1.0051,0.0433,7.75,-4.19,-0.18,6.68,0.354,em_pe
532,0.9639,0.5639,0.0331,1.1172,1.2392,-387.71,-163.28,20.52,233.08,28.064,queda
533,-0.1003,0.9174,0.0045,0.9229,0.3124,33.89,-24.59,35.13,43.08,5.705,caminhando
534,0.0252,0.9235,-0.0166,0.924,0.0275,5.52,-1.99,5.05,3.51,0.676,em_pe
535,0.1965,1.0208,0.0137,1.0396,0.2668,21.2,-16,-28.35,71.62,6.207,caminhando
536,0.1489,0.8806,0.2188,0.9195,0.2707,20.76,-21.08,-7.34,37.15,4.344,caminhando
537,0.0085,0.0249,0.9157,0.9161,0.0267,3.23,1.38,2.64,2.71,0.241,deitado
538,-0.0388,0.2059,0.9537,0.9765,0.0088,0.73,-2.48,-0.61,2.67,0.601,deitado
539,0.1097,0.0668,1.0412,1.0491,0.0159,1.4,2.67,0.41,2.23,0.334,deitado
540,0.1486,1.3057,-0.0144,1.3142,0.1655,-13.06,1.9,-10.65,15.61,5.712,caminhando
